网点名称,网点地址,电话,Longitude,Latitude
交通银行长春硅谷大街支行,吉林省长春市高新技术产业开发区电台街1989号保利罗兰香谷小区B2-102室,0431-81959042%E5%8F%AF%E5%90%91%E5%AE%A2%E6%88%B7%E6%8F%90%E4%BE%9B,125.273548,43.835955
交通银行长春阳光城支行,长春市前进大街2135号,0431-85196670,125.28970,43.82963
交通银行长春高新技术开发区支行,长春市同志街2601号,0431-85646621%E3%80%8185664302,125.31766,43.86586
交通银行长春德惠路支行,长春市西安大路1988号,0431-89819013%E3%80%8188964409,125.30196,43.89468
交通银行吉林省分行营业部,长春市人民大街3515号,0431-85570717%E3%80%8185570718,125.32454,43.87720
交通银行长春朝阳支行,长春市同志街681号,0431-88980769,125.317341,43.882975
交通银行长春汽车城支行,长春市建设街1908号,0431-88586324,125.29972,43.88348
交通银行长春友谊支行,长春市自由大路1024号,0431-85618980,125.321482,43.863862
交通银行长春红旗街支行,长春市工农大路825号,0431-85086805,125.29650,43.87218
交通银行长春明珠支行,长春市湖西路950号,0431-85718655,125.292995,43.861843
交通银行长春繁荣路支行,长春市繁荣路2071号,0431-81963260,125.299169,43.840126
交通银行长春东方广场支行,长春市东盛大街1577号,0431-81811791,125.37633,43.88374
交通银行长春珠海路支行,长春市临河街4468号,0431-84998103%E3%80%8188912901,125.36542,43.85065
交通银行长春亚泰支行,长春市东盛大街2072号,0431-84854127,125.37713,43.87828
交通银行长春开发区支行,长春市自由大路6765号,0431-0431-84661512,125.392832,43.865611
交通银行长春万福街支行,吉林省长春市绿园区万福街1963号新奥蓝城小区55栋104室,0431-81817717%E5%8F%AF%E5%90%91%E5%AE%A2%E6%88%B7%E6%8F%90%E4%BE%9B,125.269675,43.878191
交通银行长春一汽支行,长春市东风大街1299号,0431-85995728%E3%80%8185902031,125.25756,43.86258
交通银行长春青年路支行,长春市青年路765号,0431-87822071,125.290897,43.906029
交通银行长春西安广场支行,长春市西安大路5118号,0431-87965532,125.266601,43.901936
交通银行吉林嘉业名铸支行,吉林省吉林市昌邑区东滩街嘉业名铸5-0-0-4号,0432-63600990,126.591725,43.840315
交通银行吉林通江支行,吉林省吉林市昌邑区崇文小区1栋14号网点,0432-62266960,126.583443,43.876242
交通银行吉林铁西路支行,吉林省吉林市昌邑区铁西路139号鸿博&#9642;颐景花园G号楼5号网点G#-5号,0432-62268356,126.559743,43.868680
交通银行吉林林荫路支行,吉林省吉林市昌邑区吉林大街488号松江绅苑1号商住楼30幢0001016室,0432-63696237,126.5679631604,43.8812023369
交通银行吉林分行营业部,吉林省吉林市松江东路4号,0432-62102903,126.577861,43.836831
交通银行吉林昌邑支行,吉林省吉林市天津街4号,0432-62559408,126.573272,43.84663
交通银行吉林鸿博支行,吉林省吉林市昌邑区鸿博嘉园A1号楼2、3、4、5号网点,0432-62585528,126.586953,43.869411
交通银行吉林重庆路支行,吉林省吉林市昌邑区重庆路828号,0432-62539637,126.56801,43.85254
交通银行吉林松江支行,吉林省吉林市中兴街128号松江名苑5、6、7号网点,0432-62792155,126.573248,43.879572
交通银行吉林江华支行,吉林省吉林市天津街1778号,0432-62435530,126.57352,43.84279
交通银行吉林通潭支行,吉林省吉林市昌邑区通谭西区7号楼,0432-62795299,126.58709,43.88409
交通银行吉林解放大路支行,吉林省吉林市解放北路256号,0432-62578116,126.58657,43.86130
交通银行吉林龙潭支行,吉林省吉林市湘潭街28号,0432-63037832,126.562359,43.909339
交通银行吉林热电支行,吉林市徐州路460号,0432-63038655,126.580822,43.89656
交通银行吉林铁东支行,吉林省吉林市龙潭区武汉路武北路13号楼1号及3号网点,0432-63399155,126.620239,43.892078
交通银行吉林锦绣支行,吉林省吉林市船营区解放西路77-7号,0432-62995202,126.51621,43.81249
交通银行吉林船营支行,吉林省吉林市解放大路169号,0432-62024506,126.54310,43.84108
交通银行吉林昌茂支行,吉林省吉林市船营区西安路9号,0432-64840201,126.535063,43.83164
交通银行吉林紫光支行,吉林省吉林市珲春街1号,0432-62080543,126.55335,43.83870
交通银行吉林东大支行,吉林省吉林市船营区南京街12号,0432-62013993,126.55887,43.84592
交通银行吉林华鑫支行,吉林省吉林市船营区解放大路华南27-11号网点,0432-62288421,126.55538,43.84519
交通银行吉林长春路支行,吉林省吉林市长春路76号,0432-64844786,126.51834,43.82492
交通银行吉林瑷大公路支行,吉林省吉林市丰满区瑷大公路小白山一期四街区苏宁绿谷庄园D16号楼1-2层002号,0432-62101789,126.5361812559,43.8048567526
交通银行吉林吉丰东路支行,吉林省吉林市高新区吉丰东路南万科城二期C-C8号高层综合体0单元1层3号,0432-65122373,126.5769008896,43.7918777113
交通银行吉林兴隆街支行,吉林省吉林市高新区兴隆街与深中路交汇处紫金江尚小区1号楼0001001号,0432-65128065,126.5741856039,43.8078342374
交通银行吉林荣邦支行,吉林省吉林市深圳街84号荣邦新城小区A1-9/10/11号网点,0432-63080399,126.54821,43.81640
交通银行吉林高新支行,吉林省吉林市吉林大街68号,0432-64672372,126.56170,43.81859
交通银行吉林滨江支行,吉林市丰满区中环滨江花园4号楼0单元1层002室、4号楼0单元1-2层003室、3号楼1、2号网点,0432-64672375,126.577815,43.829957
交通银行吉林恒山支行,吉林省吉林市高新区恒山西路19号,0432-62605678,126.55538,43.82087
交通银行吉林博达支行,吉林省吉林市昌邑区珲春中街1088号博达英郡小区8号住宅楼17-0001-004至008号网点,0432-62558005,126.530399,43.87618
交通银行四平东山大街支行,吉林省四平市铁东区东山大街517号106室,0434-3100212,124.403177,43.162551
交通银行四平英雄大路支行,吉林省四平市铁西区英雄大路海银帝景第5区62/304栋一层101号,0434-3255811,124.345311,43.177408
交通银行四平支行,四平铁西区中央西路84号,0434-3224171,124.365867,43.176343
交通银行辽源东吉大路支行,吉林省辽源市龙山区东吉大路1861号东艺春城9号楼101号,0437-0437-0437-3319508,125.171335,42.906195
交通银行辽源支行,辽源市西宁大路463号,0437-0437-5086508,125.144904,42.90359
交通银行通化新华大街支行,吉林省通化市东昌区新华大街3516号,0435-3535088,125.918185,41.710795
交通银行通化光明路支行,通化市新华大街光明路288号,0435-3512162,125.938935,41.727339
交通银行通化分行营业部,通化市新华大街1239号,0435-3903499%E3%80%813215183,125.937202,41.722675
交通银行松原和平路支行,吉林省松原市宁江区和平路1275号,0438-6830803,124.82872,45.181281
交通银行松原哈萨尔路支行,吉林省松原市前郭尔罗斯蒙古族自治县哈萨尔路鑫宇龙佳酒店旁,0438-0438-0438-0438-6830810,124.843912,45.108317
交通银行松原长宁南街支行,吉林省松原市宁江区长宁南街与长新路交汇处金业房产原售楼中心681和675号,0438-5093010,124.81777,45.184213
交通银行松原分行营业部,松原市乌兰大街2499号,0438-2888762,124.83372,45.129076
交通银行延边新工支行,吉林省延吉市国际空港经济开发区兴区路182号,0433-2900788,129.379097,42.912073
交通银行延边金达莱支行,吉林省延吉市天池路3000号,0433-2266050,129.480923,42.894759
交通银行延边时代广场支行,延吉市解放路69号,0433-2538838,129.50390657222223,42.904814110833335
交通银行延边分行营业部,延吉市光明街172号,0433-2910583,129.50579678694444,42.900394228888885
交通银行延边河南支行,延吉市河南街375号,0433-2859854,129.5038116630229,42.90479904973407
交通银行延边天池路支行,延吉市天池路2096号,0-13029081595,129.4775562861111,42.89231626527778
交通银行延边建工街支行,延吉市长白路76号,0-13029081587,129.51061673,42.89184460805556
交通银行延边百花支行,延吉市人民路983号,0433-2517179,129.5200878477778,42.90584576944444
交通银行延边春晖支行,延吉市爱丹路44号,0433-2565936,129.50684808944445,42.90935080861111
交通银行延边财富支行,延吉市人民路51号,0433-2552574,129.4996706772222,42.90564206972222
交通银行延边吉利支行,延吉市天池路51号,0433-2552570,129.5050207525,42.90615675055555
交通银行延边延西支行,延吉市公园路1222号,0433-2759314,129.48262028055555,42.90507055611111
交通银行延边延南支行,延吉市延龙路608号,0433-2820868,129.49847806,42.88087038444444
交通银行哈尔滨欣顺支行,哈尔滨市道里区友谊路428号二楼,0451-83085659,126.598163,45.766082
交通银行哈尔滨恒通支行,哈尔滨市道里区新亭街8号,0451-55556136,126.586715,45.737294
交通银行哈尔滨大安支行,哈尔滨市道里区兆麟街76号,0451-53994555,126.624802,45.770101
交通银行哈尔滨道里支行,哈尔滨市道里区兆麟街76号（一楼）,0451-84210454,126.624810,45.770120
交通银行哈尔滨友谊支行,哈尔滨市大新街东侧临时街道278-27号,0451-84673839,126.633473,45.781432
交通银行哈尔滨汇融支行,哈市道里区地段街101号,0451-84688294,126.628375,45.77122
交通银行黑龙江省分行营业部,道里区友谊路428号,0451-83085659,126.598458,45.76618
交通银行哈尔滨融通支行,哈尔滨市道里区通江街1号,0451-84677120,126.61696,45.769042
交通银行哈尔滨汇通支行,哈尔滨市南岗区东大直街188-2号,0451-82551157,126.655326,45.767523
交通银行哈尔滨尚志支行,哈尔滨市道里区通达街275号,0451-84500378,126.60962,45.74456
交通银行哈尔滨工农大街支行,哈尔滨市道里区景江东路25号,0451-84631740,126.571298,45.726585
交通银行哈尔滨马家街支行,哈尔滨市南岗区马家街27号,0451-53630221,126.653545,45.761266
交通银行哈尔滨南岗支行,哈尔滨市南岗区东大直街255号,0451-53607057,126.64897,45.76319
交通银行哈尔滨花园支行,哈尔滨市南岗区中兴大道99号哈西家纺城,0451-0451-87065177,126.612561,45.704257
交通银行哈尔滨革新支行,哈尔滨市南岗区文明街66号,0451-82605433,126.646335,45.747567
交通银行哈尔滨奋斗支行,哈尔滨市南岗区果戈里大街242号,0451-82644466,126.653416,45.755682
交通银行哈尔滨辽河支行,哈尔滨市南岗区红旗大街256号,0451-82340246,126.695752,45.754529
交通银行哈尔滨开发区支行,哈尔滨市南岗区鸿翔路6号,0451-82323748,126.673737,45.74276
交通银行哈尔滨亿通支行,哈尔滨市南岗区南兴街8号（营业厅）,0451-86344005,126.589502,45.696093
交通银行哈尔滨哈西支行,哈尔滨市南岗区南兴街8号,0451-51868600,126.58951,45.69602
交通银行哈尔滨新兴支行,哈尔滨市南岗区文昌街43号,0451-82601311,126.66567,45.75066
交通银行哈尔滨果戈里支行,哈尔滨市香坊区延福街198号,0451-55155160,126.692428,45.725887
交通银行哈尔滨东直路支行,哈尔滨市道外区东直路99号,0451-57683362,126.680217,45.785811
交通银行哈尔滨北新支行,哈尔滨市大新街东侧临时街道278-27号,0451-87825515,126.633868,45.784225
交通银行哈尔滨靖宇支行,哈尔滨市道外区北十七道街二号百年新城6栋1—2层5号,0451-83050275,126.656914,45.789911
交通银行哈尔滨新阳路支行,哈尔滨市道外区景阳街132号,0451-88312702,126.643481,45.771894
交通银行哈尔滨平房支行,平房区新疆大街77号,0451-86526410,126.63271,45.605924
交通银行哈尔滨五洲支行,哈市平房区友协大街2号,0451-87106909,126.668608,45.589161
交通银行哈尔滨新区科技支行,黑龙江省哈尔滨市松北区世茂大道540号,0451-83217001,126.5361674,45.8139160
交通银行哈尔滨永泰支行,黑龙江省哈尔滨市香坊区香福路55号,0451-55152763,126.767117,45.724636
交通银行哈尔滨安乐支行,哈尔滨市香坊区哈平路一号,0451-82111674,126.647415,45.719381
交通银行哈尔滨珠江支行,哈尔滨市香坊区中山路93号,0451-82336134%EF%BC%88%E5%8F%AF%E6%8F%90%E4%BE%9B%E5%AE%A2%E6%88%B7,126.67335,45.735242
交通银行哈尔滨动力支行,哈尔滨市香坊区和平路69号,0451-82116143,126.65219,45.72575
交通银行哈尔滨林大支行,黑龙江省哈尔滨市和兴路26号东北林大15号公寓楼,0451-82191792,126.64002059,45.7206842
交通银行哈尔滨阿城支行,阿城区解放大街137号,0451-53740694,126.972068,45.538193
交通银行哈尔滨交广支行,阿城区牌路大街324号,0451-53724634,126.975828,45.538846
交通银行齐齐哈尔自立支行,齐齐哈尔市龙沙区五福小区15号楼,0452-8070098,123.95792,47.33167
交通银行齐齐哈尔正阳支行,齐齐哈尔市建华区卜奎大街56号,0452-8069398,123.94935,47.34434
交通银行齐齐哈尔恒通支行,齐齐哈尔市龙沙区中环广场1号楼,0452-8093939,123.953804,47.341217
交通银行齐齐哈尔安顺支行,齐齐哈尔市龙沙区安顺路126号,0452-5967968,123.92828,47.33201
交通银行齐齐哈尔中环支行,齐齐哈尔市龙沙区永安大街159号,0452-2584301,123.948133,47.338416
交通银行齐齐哈尔学府支行,齐齐哈尔市建华区文化大街161号,0452-8076509,123.92295,47.34816
交通银行齐齐哈尔分行营业部,齐齐哈尔市建华区邮政路39号,0452-8069807,123.968905,47.355054
交通银行齐齐哈尔建设路支行,齐齐哈尔市建华区盛和湾小区S2+号楼,0452-8068200,123.983766,47.350251
交通银行齐齐哈尔文化支行,齐齐哈尔市建华区中华西路199号,0452-8071708,123.92177,47.35645
交通银行齐齐哈尔光荣路支行,黑龙江省齐齐哈尔市铁锋区光荣市场00单元01层09-10号,0452-8069296,124.019777,47.344038
交通银行齐齐哈尔通东支行,齐齐哈尔市铁锋区中华东路197号,0452-8918812,124.00099,47.34307
交通银行齐齐哈尔银花支行,齐齐哈尔市铁锋区新民西小区9号楼1区6号,0452-8981077,123.96817,47.34204
交通银行齐齐哈尔解放门支行,齐齐哈尔市建华区惠民小区2号楼,0452-5979039,123.954797,47.35374
交通银行齐齐哈尔路通支行,齐齐哈尔市铁锋区站前大街77号,0452-8078758,123.98795,47.33969
交通银行齐齐哈尔红岸支行,齐齐哈尔市富拉尔基区红岸大街75号,0452-6881106,123.63624,47.20444
交通银行齐齐哈尔红向阳支行,齐齐哈尔市富拉尔基区和平大街铁西群英楼10号,0452-6731001,123.61165,47.21229
交通银行鸡西广益支行,黑龙江省鸡西市鸡冠区红军路71号,0467-2628822,130.988565,45.302587
交通银行鸡西分行营业部,鸡西市鸡冠区南星街87号,0467-2628822,130.972835,45.287637
交通银行鸡西祥光支行,黑龙江省鸡西市鸡冠区新风门市17-门市-2,0467-2190099%EF%BC%88%E5%8F%AF%E6%8F%90%E4%BE%9B%E5%AE%A2%E6%88%B7%EF%BC%89,130.975556,45.310937
交通银行大庆分行营业部,大庆市萨尔图区东风新村东风路热源街2号,0459-6688806,125.10630,46.58409
交通银行大庆中心支行,大庆市萨尔图区东风新村纬二路20号,0459-6364564,125.09922,46.59585
交通银行大庆东风支行,大庆市萨尔图区东风新村东安阳光商场1层28号商服,0459-6378340,125.11218,46.59680
交通银行大庆科技城支行,大庆市开发区联想科技城B-1号物联网型商业街商服90、91号,0459-8893063,125.159732,46.58942
交通银行大庆百湖支行,萨尔图区北辰绿色家园F-11号楼5、6、7、8号商服,0459-6156353,125.12797,46.61104
交通银行大庆龙凤支行,大庆市龙凤区龙凤大街135号,0459-6242144,125.11458,46.53011
交通银行大庆开发区支行,大庆市萨尔图高新技术产业开发区火炬新街20号,0459-6281031,125.14445,46.57409
交通银行大庆卧里屯支行,大庆市龙凤区龙凤北大街220号,0459-6405617,125.137288,46.558549
交通银行大庆龙岗支行,大庆市让胡路区西宾路107号,0459-5593248,124.883866,46.636885
交通银行大庆乘风支行,大庆市让胡路区乘风大街212号,0459-5692653,124.87889,46.55638
交通银行大庆龙南支行,大庆让胡路区爱国路8号,0459-5991852,124.883223,46.622238
交通银行大庆油田支行,让胡路区大庆油田有限责任公司办公大楼0118室,0459-5936737,124.91459,46.61560
交通银行大庆会战支行,大庆市让胡路区民营科技园奥林国际公寓A29-102、103商服,0459-5156175,124.91193,46.60207
交通银行大庆创业城支行,大庆市让胡路区创业城10-B#号商服,0459-4547079,124.901139,46.557339
交通银行大庆远望支行,大庆市让胡路区西湖街6号,0459-6131137,124.877944,46.61761
交通银行大庆通银支行,让胡路区江苏路阳光商都19-20号商服,0459-5167296,124.892149,46.618465
交通银行大庆东海支行,大庆市让胡路区东湖小区金融大厦2号,0459-5732019,124.89374,46.57149
交通银行大庆乐园支行,大庆市让胡路区龙南乐园小区胜利路86号,0459-6122443,124.89082,46.61522
交通银行大庆红岗支行,大庆市红岗区东街3号,0459-4192140,124.88992,46.39922
交通银行大庆大同支行,大庆市大同区同阳路281号,0459-6173353,124.81984,46.03270
交通银行佳木斯分行营业部,黑龙江省佳木斯市向阳区13委,0454-6010021%EF%BC%88%E5%AE%A2%E6%88%B7%E5%8F%AF%E8%A7%81%EF%BC%89,130.362096,46.813265
交通银行佳木斯西林支行,黑龙江省佳木斯市郊区西林路碧水澜庭小区,0454-6010031,130.324523,46.806434
交通银行佳木斯德祥支行,黑龙江省佳木斯市向阳区平安社区德祥街256号,0454-7781039,130.354328,46.811688
交通银行佳木斯长安支行,黑龙江省佳木斯市向阳区长青社区,0454-0454-6010260,130.345187,46.806346
交通银行牡丹江乌苏里路支行,牡丹江市东安区江南乌苏里路38号,0453-6318063,129.62749,44.55643
交通银行牡丹江华隆支行,黑龙江省牡丹江市西安区西二条路388号,0453-6318064,129.6207297173,44.5706659563
交通银行牡丹江分行营业部,黑龙江省牡丹江市西安区西三条路58号,0453-6959678,129.606228,44.582215
交通银行黑河支行,黑河市爱辉区中央街262号,0456-2669555,127.49695,50.250848
交通银行绥化分行营业部,黑龙江省绥化市北林区黄河北路颐和苑小区1栋,0455-2797070,126.971118,46.656815
交通银行绥化碧桂园支行,黑龙江省绥化市北林区康庄路碧桂园小区132栋17号,0455-2797016,126.970,46.635
交通银行大庆安达支行,安达市牛街神牛路235号,0455-7226014,125.33529,46.41041
交通银行上海西藏南路支行,西藏南路1441号,021-63136777,121.48897,31.20350
交通银行上海第一支行,中山南路99号,021-53856148,121.50182,31.22421
交通银行上海陕西南路支行,肇嘉浜路182号,021-54660739,121.46229,31.20340
交通银行上海陆家浜路支行,黄浦区陆家浜路976号101室A,021-63452232,121.49011,31.21166
交通银行上海北京东路支行,黄浦区北京东路668号科技京城东楼一楼,021-53082487,121.478156,31.2392
交通银行上海市分行营业部,江西中路200号,021-63213400*1924,121.487267,31.236032
交通银行上海新昌路支行,新昌路465号,021-63275760,121.46682,31.23795
交通银行上海瑞南支行,斜土路838号,021-63040892,121.46884,31.20113
交通银行上海黄浦支行,淮海东路99号底楼,021-63861062,121.480736,31.22553
交通银行上海徐汇支行,衡山路18号,021-64673842,121.44609,31.20450
交通银行上海漕河泾支行,宜山路900号C座一楼,021-54234601,121.40157,31.17185
交通银行上海天钥桥路支行,天钥桥路93号,021-64863513,121.44175,31.19289
交通银行上海肇嘉浜路支行,肇嘉浜路789号,021-64452370,121.44855,31.19838
交通银行上海宜山路支行,宜山路508号,021-64385140,121.42594,31.18193
交通银行上海徐汇滨江支行,龙华路2260号102-1室,021-64385831,121.45466,31.18294
交通银行上海田林支行,上海市田林东路588号,021-64160119,121.42454,31.17229
交通银行上海古北新区支行,水城南路42号,021-62789132,121.39411,31.19492
交通银行上海长宁支行,江苏路508号,021-62512862,121.43190,31.21632
交通银行上海威宁路支行,威宁路410号,021-33536694,121.38562,31.21450
交通银行上海虹康支行,剑河路577号,021-52184043,121.36867,31.20873
交通银行上海黄金城道支行,伊犁南路435号,021-61512675,121.40495,31.19480
交通银行上海娄山关路支行,娄山关路555号,021-62414637,121.403085,31.209767
交通银行上海虹桥支行,仙霞路18号1-2楼,021-62097080,121.40790,31.20472
交通银行上海番禺路支行,番禺路257号,021-62809129,121.42927,31.20547
交通银行上海万航渡路支行,万航渡路82号,021-62152787,121.44309,31.22431
交通银行上海闸北支行,恒通路211号,021-63536857,121.45762,31.24151
交通银行上海芷江路支行,芷江西路377号,021-56634175,121.45817,31.25720
交通银行上海共和新路支行,共和新路2400号,021-56654409,121.450467,31.279358
交通银行上海市北工业区支行,江场西路532号,021-66526383,121.44042,31.29783
交通银行上海市西支行,江宁路350号,021-62151235-2004,121.45353,31.23326
交通银行上海延长路支行,上海市闸北区延长中路568号,021-66052015,121.450435,31.269408
交通银行上海彭浦新村支行,汾西路370号,021-56817921,121.45957,31.31372
交通银行上海人民广场支行,黄浦区福州路600号,021-63582255,121.479137,31.23294
交通银行上海曹杨支行,兰溪路125号,021-62540937,121.403032,31.241369
交通银行上海光新路支行,中山北路2000号中期大厦,021-62037662,121.43219,31.24886
交通银行上海普陀支行,金沙江路1678号（绿洲中环中心）6号楼,021-62591039,121.37905,31.23298
交通银行上海长寿路支行,长寿路828、846号103室,021-62316632,121.43042,31.23560
交通银行上海中山北路支行,武宁路360号,021-62571206,121.42019,31.24158
交通银行上海铜川路支行,铜川路68号113室,021-33608782,121.416221,31.257129
交通银行上海顺义路支行,普陀区顺义路62-68号,021-52360271,121.42079,31.23181
交通银行上海物贸大厦支行,中山北路2550号,021-62574810,121.42300,31.24332
交通银行上海中远两湾城支行,中潭路100弄8号,021-52927724,121.443429,31.252359
交通银行上海场中路支行,新市北路1529号(近场中路),021-65163802,121.481318,31.307091
交通银行上海北外滩支行,东大名路879号,021-65950966,121.50452,31.25075
交通银行上海曲阳路支行,曲阳路858号,021-65541254,121.491709,31.28948
交通银行上海四川北路支行,宝山路880号,021-56717051,121.479623,31.26512
交通银行上海武昌路支行,四川北路818号,021-63575543,121.48536,31.24750
交通银行上海凉城支行,车站北路616号,021-65293445,121.47035,31.29716
交通银行上海虹口支行,四平路263号,021-65225128%EF%BC%8D101%E3%80%81102,121.48946,31.26189
交通银行上海广灵支行,凉城路197号,021-65291421,121.46948,31.28357
交通银行上海杨浦支行,长阳路1317号,021-65195151,121.52838,31.26705
交通银行上海鞍山路支行,控江路1690号,021-65150088,121.512544,31.274745
交通银行上海开鲁路支行,开鲁路311号,021-65320578,121.536094,31.32468
交通银行上海许昌路支行,平凉路600号,021-55218806,121.52398,31.25693
交通银行上海同济支行,彰武路41号,021-65015392,121.507673,31.282164
交通银行上海五角场支行,国顺东路1000号,021-55131611,121.520804,31.292295
交通银行上海控江路支行,隆昌路767号,021-65488609,121.53610,31.28462
交通银行上海吉浦路支行,吉浦路296号,021-65613679,121.49012,31.30567
交通银行上海三门路支行,三门路488号,021-55042809,121.49102,31.31124
交通银行上海春申支行,闵行区畹町路99弄178号,021-54419354,121.40164,31.10579
交通银行上海鹤庆支行,鹤庆路258号,021-54700078,121.41838,31.00814
交通银行上海莘庄支行,莘潭路82号,021-64887486,121.37615,31.11056
交通银行上海古美支行,闵行区漕宝路1495号(龙茗路路口),021-34638635,121.38301,31.15711
交通银行上海虹梅支行,虹梅路3208号,021-64064492,121.38671,31.18898
交通银行上海浦江高科技园支行,闵行区陈行路2388号科技广场1幢1层,021-34673827,121.50544,31.09552
交通银行上海南方商城支行,沪闵路7876号,021-54392573,121.40951,31.13890
交通银行上海七宝支行,七莘路2978号,021-54865547,121.35147,31.15153
交通银行上海闵行支行,珠城路158号,021-64301754,121.38850,31.10411
交通银行上海宝山支行,淞滨路146号,021-56679313,121.49649,31.37330
交通银行上海牡丹江路支行,牡丹江路1577号,021-56608399,121.483952,31.401176
交通银行上海长江西路支行,长江西路2231-2235号,021-33875704,121.43852,31.33018
交通银行上海共康支行,共康路355号,021-56417608,121.439047,31.321137
交通银行上海大华支行,新沪路1139号(近华灵路),021-66370024,121.42175,31.28075
交通银行上海杨行支行,水产路2566号,021-56931055,121.44930,31.37200
交通银行上海顾村支行,上海市宝山区顾北路683-685号,021-36418960,121.38487,31.35056
交通银行上海大场支行,上海市宝山区纬地路328号-338号,021-65871312,121.39914,31.32620
交通银行上海真华路支行,大华二路281-295号,021-66405810,121.41132,31.27351
交通银行上海罗店支行,宝山区罗店镇市一路199号—1501,021-56862446,121.347714,31.414588
交通银行上海嘉定支行,城中路68号,021-59912375,121.24834,31.38087
交通银行上海南翔支行,南翔镇民主街293号,021-59120809,121.30765,31.28985
交通银行上海安亭支行,嘉定区昌吉路200号,021-39542995,121.16233,31.29536
交通银行上海丰庄支行,丰庄北路399号,021-39558589,121.36600,31.24960
交通银行上海江桥支行,华江路860号,021-69038750,121.32674,31.24074
交通银行上海期货大厦支行,浦电路500号,021-68401027,121.535917,31.225292
交通银行上海新区支行,新金桥路260号,021-58992087,121.59950,31.24949
交通银行上海联洋支行,浦东新区迎春路1123号,021-50473230,121.560545,31.225757
交通银行上海德平路支行,德平路96号,021-58525915,121.56209,31.247993
交通银行上海高化支行,五莲路249号,021-58463147,121.58160,31.27432
交通银行上海金杨路支行,金杨路461号,021-50714343,121.580071,31.247737
交通银行上海张江支行,张江高科技园区松涛路560号,021-50800840,121.58520,31.20480
交通银行上海民生路支行,浦东新区羽山路373号,021-58851287,121.54507,31.23271
交通银行上海自贸试验区分行,自贸区马吉路2号(原外高桥保税区),021-58691067,121.587968,31.348066
交通银行上海凌兆支行,灵岩南路1022号,021-58417430,121.498017,31.143737
交通银行上海金桥湾支行,长岛路1133号,021-68510661,121.59457,31.26210
交通银行上海玉兰路支行,浦东玉兰路291号,021-68455225,121.54643,31.20749
交通银行上海川沙支行,新川路386号,021-58920380,121.69983,31.19363
交通银行上海六里支行,昌里路105号,021-58729822,121.50165,31.17558
交通银行上海梅花路支行,浦东花木镇梅花路945号,021-50599410%E3%80%8150599407,121.55762,31.21015
交通银行上海康桥支行,沪南路2579号1-2层,021-50872699,121.567755,31.147631
交通银行上海环龙路支行,环龙路55号,021-58733160,121.52844,31.20690
交通银行上海高桥社区支行,上海市浦东新区大同路229号底层,.-.,121.584717,31.351226
交通银行上海东方汇经支行,浦东新区陆家嘴环路333号东方汇经中心1层101单元及B1层,021-68320121,121.50344,31.23289
交通银行上海世博支行,上海市浦东新区世博大道1919号B102室,021-58591306,121.47999,31.18551
交通银行上海北蔡支行,上海市浦东新区北中路215号,021-50687221,121.55628,31.18353
交通银行上海巨峰路支行,浦东巨峰路275号,021-50135615,121.59364,31.28012
交通银行上海周浦支行,康沈路1569号,021-20958801,121.576402,31.116608
交通银行上海三林支行,上海市浦东新区永泰路1205号(东明路口),021-58361961,121.52531,31.14311
交通银行上海临港新城支行,上海市浦东新区新元南路555号,021-68284195,121.820542,30.871914
交通银行上海东方路支行,浦建路15号,021-38950355,121.51866,31.211884
交通银行上海南浦支行,浦东昌里东路465号,021-50771427,121.513381,31.177193
交通银行上海交银大厦支行,银城中路188号,021-58886599,121.504009,31.239518
交通银行上海浦东分行,世纪大道1168号B座1楼,021-58823456*8408,121.52269,31.22982
交通银行上海陆家嘴支行,浦东南路766号,021-58883173%E3%80%8158821844,121.51375,31.23259
交通银行上海南汇支行,浦东新区惠南镇城东路300号(南祝路),021-20922187,121.76346,31.05146
交通银行上海朱泾支行,上海市金山区朱泾镇金龙新街501号底层,021-57336166,121.16924,30.88576
交通银行上海金山支行,上海市金山区卫清西路40-70号（双）,021-37908000*110,121.34925,30.72945
交通银行上海松江支行,松江人民北路227号,021-57826655,121.221796,31.08125
交通银行上海新松江路支行,松江区新松江路1188弄102室,021-67821302,121.215248,31.038778
交通银行上海车墩支行,上海市松江区车墩镇影维路258弄27号,021-57830693,121.31775,31.01426
交通银行上海新桥支行,上海市松江区新桥镇新中街57-65号,021-67662378,121.31361,31.063209
交通银行上海泗泾支行,松江区泗泾镇鼓浪路796-798号,021-67657157,121.266489,31.114055
交通银行上海九亭支行,上海松江九亭镇沪亭北路738号,021-37683157,121.31446,31.15206
交通银行上海华新支行,上海市青浦区华新镇新府中路1708号,021-59733103,121.23067,31.23984
交通银行上海徐泾支行,青浦区沪青平公路1915号,021-59762419-210,121.162072,31.106357
交通银行上海青浦支行,青浦区公园路348号,021-59732711,121.11922,31.14908
交通银行上海奉贤支行,奉贤区南奉公路7779号,021-33611891,121.48742,30.91711
交通银行上海奉浦支行,奉贤区南桥镇环城东路793号110-112室,021-37565925%E3%80%80,121.46445,30.93081
交通银行上海南桥支行,上海市奉贤区南桥镇人民中路200号,021-57410807,121.271549,30.55110
交通银行上海化学工业区支行,上海市化学工业区目华路201号101室,021-67120651,121.466485,30.814048
交通银行上海崇明支行,崇明城桥镇新崇南路28号,021-69695559*102,121.40030,31.61948
交通银行南京北京东路支行,南京玄武区北京东路24号,025-83364170,118.799097,32.057197
